is_customer,duration_mths,credit_hist,purpose,credit_amt,savings,employed,installment_rate_pct,sex_status,guarantors,same_resid_since,property,age,other_installment_plans,housing,n_credits_this_bank,job,dependents,phone,foreign_worker,target
0 - 200k,48,this bank all paid,business,3566,100k - 500k,4 - 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,no,yes,1
<0,6,critical account/  other credits existing (not at this bank),car (new),860,< 100k,>= 7 years,1,female:divorced/separated/married,none,4,unknown / no property,39,none,own,2,skilled employee / official,1,yes,yes,1
no checking account,12,critical account/  other credits existing (not at this bank),car (new),682,100k - 500k,4 - 7 years,4,female:divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,yes,yes,1
<0,36,critical account/  other credits existing (not at this bank),furniture/equipment,5371,< 100k,1 - 4 years  ,3,male:single,guarantor,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,no,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),radio/television,1582,>= 1M,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,no,yes,1
no checking account,6,exist paid till now,radio/television,1346,100k - 500k,>= 7 years,2,male:single,none,4,unknown / no property,42,bank,for free,1,skilled employee / official,2,yes,yes,1
no checking account,10,exist paid till now,radio/television,1924,< 100k,1 - 4 years  ,1,male:single,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,yes,no,1
>= 200k,36,exist paid till now,radio/television,5848,< 100k,1 - 4 years  ,4,male:single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,no,yes,1
0 - 200k,24,critical account/  other credits existing (not at this bank),car (used),7758,>= 1M,>= 7 years,2,female:divorced/separated/married,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1,no,yes,1
0 - 200k,24,delay in paying off in the past,business,6967,100k - 500k,4 - 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
<0,12,exist paid till now,furniture/equipment,1282,< 100k,1 - 4 years  ,2,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,no,yes,0
<0,9,critical account/  other credits existing (not at this bank),repairs,1288,100k - 500k,>= 7 years,3,male:single,guarantor,4,real estate,48,none,own,2,skilled employee / official,2,no,no,1
<0,12,this bank all paid,retraining,339,< 100k,>= 7 years,4,male:married/widowed,none,1,"if not A121/A122 : car or other, not in attribute 6",45,bank,own,1,unskilled - resident,1,no,yes,1
0 - 200k,24,exist paid till now,car (new),3512,100k - 500k,4 - 7 years,2,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",38,bank,own,2,skilled employee / official,1,yes,yes,1
no checking account,6,critical account/  other credits existing (not at this bank),radio/television,1898,unknown/ no savings account,1 - 4 years  ,1,male:single,none,2,real estate,34,none,own,2,unskilled - resident,2,no,yes,1
no checking account,24,critical account/  other credits existing (not at this bank),radio/television,2872,100k - 500k,>= 7 years,3,male:single,none,4,real estate,36,none,own,1,skilled employee / official,2,yes,yes,1
no checking account,18,critical account/  other credits existing (not at this bank),car (new),1055,< 100k,< 1 year,4,female:divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,no,yes,1
no checking account,15,exist paid till now,domestic appliances,1262,500k - 1M,4 - 7 years,4,male:single,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,yes,yes,1
0 - 200k,10,exist paid till now,car (new),7308,< 100k,unemployed,2,male:single,none,4,unknown / no property,70,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,1
no checking account,36,exist paid till now,car (new),909,500k - 1M,>= 7 years,4,male:single,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,no,yes,1
no checking account,6,exist paid till now,furniture/equipment,2978,500k - 1M,1 - 4 years  ,1,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,yes,yes,1
<0,18,exist paid till now,furniture/equipment,1131,< 100k,unemployed,4,female:divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,no,yes,0
0 - 200k,11,exist paid till now,furniture/equipment,1577,>= 1M,< 1 year,4,female:divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee / official,1,no,yes,1
no checking account,24,exist paid till now,furniture/equipment,3972,< 100k,4 - 7 years,2,female:divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,yes,yes,1
0 - 200k,24,critical account/  other credits existing (not at this bank),business,1935,< 100k,>= 7 years,4,male:divorced/separated,none,4,real estate,31,none,own,2,skilled employee / official,1,yes,yes,0
<0,15,no credits taken/ all paid,car (new),950,< 100k,>= 7 years,4,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",33,none,rent,2,skilled employee / official,2,no,yes,0
no checking account,12,exist paid till now,furniture/equipment,763,< 100k,1 - 4 years  ,4,female:divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,24,delay in paying off in the past,furniture/equipment,2064,< 100k,unemployed,3,female:divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
0 - 200k,8,exist paid till now,radio/television,1414,< 100k,1 - 4 years  ,4,male:single,guarantor,2,real estate,33,none,own,1,skilled employee / official,1,no,no,1
<0,21,delay in paying off in the past,education,3414,< 100k,< 1 year,2,male:single,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,no,yes,0
no checking account,30,this bank all paid,car (used),7485,unknown/ no savings account,unemployed,4,female:divorced/separated/married,none,1,real estate,53,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
<0,12,exist paid till now,furniture/equipment,2577,< 100k,1 - 4 years  ,2,male:divorced/separated,none,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,no,yes,1
<0,6,critical account/  other credits existing (not at this bank),radio/television,338,500k - 1M,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,2,skilled employee / official,1,no,yes,1
no checking account,12,exist paid till now,radio/television,1963,< 100k,4 - 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,2,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
<0,21,critical account/  other credits existing (not at this bank),car (new),571,< 100k,>= 7 years,4,male:single,none,4,real estate,65,none,own,2,skilled employee / official,1,no,yes,1
no checking account,36,delay in paying off in the past,business,9572,< 100k,< 1 year,1,male:divorced/separated,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,no,yes,0
0 - 200k,36,delay in paying off in the past,business,4455,< 100k,1 - 4 years  ,2,male:divorced/separated,none,2,real estate,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
<0,21,this bank all paid,car (new),1647,unknown/ no savings account,1 - 4 years  ,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,2,unskilled - resident,2,no,yes,0
no checking account,24,critical account/  other credits existing (not at this bank),furniture/equipment,3777,>= 1M,1 - 4 years  ,4,male:single,none,4,real estate,50,none,own,1,skilled employee / official,1,yes,yes,1
0 - 200k,18,critical account/  other credits existing (not at this bank),car (new),884,< 100k,>= 7 years,4,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,1,skilled employee / official,2,yes,yes,0
no checking account,15,critical account/  other credits existing (not at this bank),radio/television,1360,< 100k,1 - 4 years  ,4,male:single,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,no,yes,1
0 - 200k,9,this bank all paid,car (used),5129,< 100k,>= 7 years,2,female:divorced/separated/married,none,4,unknown / no property,74,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,0
0 - 200k,16,critical account/  other credits existing (not at this bank),car (new),1175,< 100k,unemployed,2,male:single,none,3,"if not A121/A122 : car or other, not in attribute 6",68,none,for free,3,unemployed/ unskilled  - non-resident,1,yes,yes,1
<0,12,exist paid till now,radio/television,674,100k - 500k,4 - 7 years,4,male:married/widowed,none,1,if not A121 : building society savings agreement/ life insurance,20,none,own,1,skilled employee / official,1,no,yes,0
0 - 200k,18,no credits taken/ all paid,furniture/equipment,3244,< 100k,1 - 4 years  ,1,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,2,skilled employee / official,1,yes,yes,1
no checking account,24,exist paid till now,business,4591,>= 1M,1 - 4 years  ,2,male:single,none,3,if not A121 : building society savings agreement/ life insurance,54,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
0 - 200k,48,no credits taken/ all paid,business,3844,100k - 500k,4 - 7 years,4,male:single,none,4,unknown / no property,34,none,for free,1,unskilled - resident,2,no,yes,0
0 - 200k,27,exist paid till now,business,3915,< 100k,1 - 4 years  ,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,2,yes,yes,0
no checking account,6,exist paid till now,radio/television,2108,< 100k,4 - 7 years,2,male:married/widowed,none,2,real estate,29,none,rent,1,skilled employee / official,1,no,yes,1
0 - 200k,45,exist paid till now,radio/television,3031,100k - 500k,1 - 4 years  ,4,male:single,guarantor,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,no,yes,0
0 - 200k,9,critical account/  other credits existing (not at this bank),education,1501,< 100k,>= 7 years,2,female:divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,6,critical account/  other credits existing (not at this bank),radio/television,1382,< 100k,1 - 4 years  ,1,female:divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,yes,yes,1
0 - 200k,12,exist paid till now,furniture/equipment,951,100k - 500k,< 1 year,4,female:divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,rent,4,skilled employee / official,1,no,yes,0
0 - 200k,24,exist paid till now,car (used),2760,unknown/ no savings account,>= 7 years,4,male:single,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,yes,yes,1
0 - 200k,18,delay in paying off in the past,furniture/equipment,4297,< 100k,>= 7 years,4,male:divorced/separated,none,3,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes,yes,0
no checking account,9,critical account/  other credits existing (not at this bank),education,936,500k - 1M,>= 7 years,4,male:single,none,2,"if not A121/A122 : car or other, not in attribute 6",52,none,own,2,skilled employee / official,1,yes,yes,1
<0,12,exist paid till now,car (new),1168,< 100k,1 - 4 years  ,4,male:married/widowed,none,3,real estate,27,none,own,1,unskilled - resident,1,no,yes,1
no checking account,27,delay in paying off in the past,business,5117,< 100k,4 - 7 years,3,male:single,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,no,yes,1
<0,12,exist paid till now,retraining,902,< 100k,4 - 7 years,4,male:married/widowed,none,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,no,yes,0
no checking account,12,critical account/  other credits existing (not at this bank),car (new),1495,< 100k,>= 7 years,4,male:single,none,1,real estate,38,none,own,2,unskilled - resident,2,no,yes,1
<0,30,critical account/  other credits existing (not at this bank),car (used),10623,< 100k,>= 7 years,3,male:single,none,4,unknown / no property,38,none,for free,3,management/ self-employed/ highly qualified employee/ officer,2,yes,yes,1
